x,y,Section Label ,Label Value
16,52,toplane radiant,16
16,51,toplane radiant,16
16,50,toplane radiant,16
16,49,toplane radiant,16
16,48,toplane radiant,16
16,47,toplane radiant,16
16,46,toplane radiant,16
16,45,toplane radiant,16
16,44,toplane radiant,16
16,43,toplane radiant,16
16,42,toplane radiant,16
16,41,jungle radiant,6
16,40,jungle radiant,6
16,39,jungle radiant,6
16,38,jungle radiant,6
16,37,base1 radiant,1
16,36,base1 radiant,1
16,35,base1 radiant,1
16,34,base1 radiant,1
16,33,base1 radiant,1
16,32,base1 radiant,1
16,31,base1 radiant,1
16,30,base1 radiant,1
16,29,base1 radiant,1
16,28,base1 radiant,1
16,27,base1 radiant,1
16,26,base1 radiant,1
16,25,base1 radiant,1
16,24,base1 radiant,1
16,23,base1 radiant,1
16,22,base1 radiant,1
16,21,base1 radiant,1
16,20,base1 radiant,1
16,19,base1 radiant,1
16,18,void radiant,18
16,17,void radiant,18
16,16,void radiant,18
16,15,base1 radiant,1
16,14,base1 radiant,1
16,13,base1 radiant,1
16,12,base1 radiant,1
16,11,base1 radiant,1
16,10,base1 radiant,1
16,9,void radiant,18
16,8,void radiant,18
16,7,void radiant,18
16,6,void radiant,18
16,5,void radiant,18
16,4,void radiant,18
16,3,void radiant,18
16,2,void radiant,18
16,1,void radiant,18
16,0,void radiant,18
17,123,void dire,17
17,122,void dire,17
17,121,void dire,17
17,120,void dire,17
17,119,void dire,17
17,118,void dire,17
17,117,void dire,17
17,116,void dire,17
17,115,void dire,17
17,114,void dire,17
17,113,void dire,17
17,112,void dire,17
17,111,void dire,17
17,110,void dire,17
17,109,void dire,17
17,108,toplane dire,15
17,107,toplane dire,15
17,106,toplane dire,15
17,105,toplane dire,15
17,104,toplane dire,15
17,103,toplane dire,15
17,102,toplane dire,15
17,101,toplane dire,15
17,100,toplane dire,15
17,99,toplane dire,15
17,98,toplane dire,15
17,97,toplane dire,15
17,96,toplane dire,15
17,95,toplane dire,15
17,94,toplane dire,15
17,93,toplane dire,15
17,92,toplane dire,15
17,91,toplane dire,15
17,90,toplane dire,15
17,89,toplane dire,15
17,88,toplane dire,15
17,87,toplane dire,15
17,86,toplane dire,15
17,85,toplane dire,15
17,84,toplane dire,15
17,83,toplane dire,15
17,82,toplane dire,15
17,81,toplane dire,15
17,80,toplane dire,15
17,79,toplane radiant,16
17,78,toplane radiant,16
17,77,toplane radiant,16
17,76,toplane radiant,16
17,75,toplane radiant,16
17,74,toplane radiant,16
17,73,toplane radiant,16
17,72,toplane radiant,16
17,71,toplane radiant,16
17,70,toplane radiant,16
17,69,toplane radiant,16
17,68,toplane radiant,16
17,67,toplane radiant,16
17,66,toplane radiant,16
17,65,toplane radiant,16
17,64,toplane radiant,16
17,63,toplane radiant,16
17,62,toplane radiant,16
17,61,toplane radiant,16
17,60,toplane radiant,16
17,59,toplane radiant,16
17,58,toplane radiant,16
17,57,toplane radiant,16
17,56,toplane radiant,16
17,55,toplane radiant,16
17,54,toplane radiant,16
17,53,toplane radiant,16
17,52,toplane radiant,16
17,51,toplane radiant,16
17,50,toplane radiant,16
17,49,toplane radiant,16
17,48,toplane radiant,16
17,47,toplane radiant,16
17,46,jungle radiant,6
17,45,jungle radiant,6
17,44,jungle radiant,6
17,43,jungle radiant,6
17,42,jungle radiant,6
17,41,jungle radiant,6
17,40,jungle radiant,6
17,39,jungle radiant,6
17,38,jungle radiant,6
17,37,void radiant,18
17,36,void radiant,18
17,35,base1 radiant,1
17,34,base1 radiant,1
17,33,base1 radiant,1
17,32,base1 radiant,1
17,31,base1 radiant,1
17,30,base1 radiant,1
17,29,base1 radiant,1
17,28,base1 radiant,1
17,27,base1 radiant,1
17,26,base1 radiant,1
17,25,base1 radiant,1
17,24,base1 radiant,1
17,23,base1 radiant,1
17,22,base1 radiant,1
17,21,base1 radiant,1
17,20,base1 radiant,1
17,19,void radiant,18
17,18,void radiant,18
17,17,void radiant,18
17,16,void radiant,18
17,15,base1 radiant,1
17,14,base1 radiant,1
17,13,base1 radiant,1
17,12,base1 radiant,1
17,11,base1 radiant,1
17,10,base1 radiant,1
17,9,void radiant,18
17,8,void radiant,18
17,7,void radiant,18
17,6,void radiant,18
17,5,void radiant,18
17,4,void radiant,18
17,3,void radiant,18
17,2,void radiant,18
17,1,void radiant,18
17,0,void radiant,18
18,123,void dire,17
18,122,void dire,17
18,121,void dire,17
18,120,void dire,17
18,119,void dire,17
18,118,void dire,17
18,117,void dire,17
18,116,void dire,17
18,115,void dire,17
18,114,void dire,17
18,113,void dire,17
18,112,void dire,17
18,111,void dire,17
18,110,void dire,17
18,109,toplane dire,15
18,108,toplane dire,15
18,107,toplane dire,15
18,106,toplane dire,15
18,105,toplane dire,15
18,104,toplane dire,15
18,103,toplane dire,15
18,102,toplane dire,15
18,101,toplane dire,15
18,100,toplane dire,15
18,99,toplane dire,15
18,98,toplane dire,15
18,97,toplane dire,15
18,96,toplane dire,15
18,95,toplane dire,15
18,94,toplane dire,15
18,93,toplane dire,15
18,92,toplane dire,15
18,91,toplane dire,15
18,90,toplane dire,15
18,89,toplane dire,15
18,88,toplane dire,15
18,87,toplane dire,15
18,86,toplane dire,15
18,85,void dire,17
18,84,void dire,17
18,83,river,12
18,82,river,12
18,81,river,12
18,80,river,12
18,79,void radiant,18
18,78,void radiant,18
18,77,void radiant,18
18,76,toplane radiant,16
18,75,toplane radiant,16
18,74,toplane radiant,16
18,73,toplane radiant,16
18,72,toplane radiant,16
18,71,toplane radiant,16
18,70,toplane radiant,16
18,69,toplane radiant,16
18,68,toplane radiant,16
18,67,toplane radiant,16
18,66,toplane radiant,16
18,65,toplane radiant,16
18,64,toplane radiant,16
18,63,toplane radiant,16
18,62,toplane radiant,16
18,61,toplane radiant,16
18,60,toplane radiant,16
18,59,toplane radiant,16
18,58,toplane radiant,16
18,57,toplane radiant,16
18,56,toplane radiant,16
18,55,toplane radiant,16
18,54,toplane radiant,16
18,53,toplane radiant,16
18,52,toplane radiant,16
18,51,toplane radiant,16
18,50,toplane radiant,16
18,49,jungle radiant,6
18,48,jungle radiant,6
18,47,jungle radiant,6
18,46,jungle radiant,6
18,45,void radiant,18
18,44,void radiant,18
18,43,jungle radiant,6
18,42,jungle radiant,6
18,41,jungle radiant,6
18,40,jungle radiant,6
18,39,jungle radiant,6
18,38,jungle radiant,6
18,37,void radiant,18
18,36,void radiant,18
18,35,void radiant,18
18,34,base1 radiant,1
18,33,base1 radiant,1
18,32,base1 radiant,1
18,31,base1 radiant,1
18,30,base1 radiant,1
18,29,base1 radiant,1
18,28,base1 radiant,1
18,27,base1 radiant,1
18,26,base1 radiant,1
18,25,base1 radiant,1
18,24,base1 radiant,1
18,23,base1 radiant,1
18,22,base1 radiant,1
18,21,base1 radiant,1
18,20,base1 radiant,1
18,19,void radiant,18
18,18,void radiant,18
18,17,void radiant,18
18,16,void radiant,18
18,15,base1 radiant,1
18,14,base1 radiant,1
18,13,base1 radiant,1
18,12,base1 radiant,1
18,11,base1 radiant,1
18,10,base1 radiant,1
18,9,void radiant,18
18,8,void radiant,18
18,7,void radiant,18
18,6,void radiant,18
18,5,void radiant,18
18,4,void radiant,18
18,3,void radiant,18
18,2,void radiant,18
18,1,void radiant,18
18,0,void radiant,18
19,123,void dire,17
19,122,void dire,17
19,121,void dire,17
19,120,void dire,17
19,119,void dire,17
19,118,void dire,17
19,117,void dire,17
19,116,void dire,17
19,115,void dire,17
19,114,void dire,17
19,113,void dire,17
19,112,void dire,17
19,111,void dire,17
19,110,void dire,17
19,109,toplane dire,15
19,108,toplane dire,15
19,107,toplane dire,15
19,106,toplane dire,15
19,105,toplane dire,15
19,104,toplane dire,15
19,103,toplane dire,15
19,102,toplane dire,15
19,101,toplane dire,15
19,100,toplane dire,15
19,99,toplane dire,15
19,98,toplane dire,15
19,97,toplane dire,15
19,96,toplane dire,15
19,95,toplane dire,15
19,94,toplane dire,15
19,93,toplane dire,15
19,92,toplane dire,15
19,91,toplane dire,15
19,90,toplane dire,15
19,89,toplane dire,15
19,88,toplane dire,15
19,87,void dire,17
19,86,void dire,17
19,85,void dire,17
19,84,void dire,17
19,83,river,12
19,82,river,12
19,81,river,12
19,80,void dire,17
19,79,void radiant,18
19,78,void radiant,18
19,77,void radiant,18
19,76,void radiant,18
19,75,void radiant,18
19,74,toplane radiant,16
19,73,toplane radiant,16
19,72,toplane radiant,16
19,71,toplane radiant,16
19,70,toplane radiant,16
19,69,toplane radiant,16
19,68,toplane radiant,16
19,67,toplane radiant,16
19,66,toplane radiant,16
19,65,toplane radiant,16
19,64,toplane radiant,16
19,63,toplane radiant,16
19,62,toplane radiant,16
19,61,void radiant,18
19,60,void radiant,18
19,59,void radiant,18
19,58,void radiant,18
19,57,void radiant,18
19,56,void radiant,18
19,55,void radiant,18
19,54,void radiant,18
19,53,void radiant,18
19,52,void radiant,18
19,51,jungle radiant,6
19,50,jungle radiant,6
19,49,jungle radiant,6
19,48,jungle radiant,6
19,47,jungle radiant,6
19,46,jungle radiant,6
19,45,void radiant,18
19,44,void radiant,18
19,43,void radiant,18
19,42,jungle radiant,6
19,41,jungle radiant,6
19,40,jungle radiant,6
19,39,jungle radiant,6
19,38,void radiant,18
19,37,void radiant,18
19,36,void radiant,18
19,35,void radiant,18
19,34,base1 radiant,1
19,33,base1 radiant,1
19,32,base1 radiant,1
19,31,base1 radiant,1
19,30,base1 radiant,1
19,29,base1 radiant,1
19,28,base1 radiant,1
19,27,base1 radiant,1
19,26,base1 radiant,1
19,25,base1 radiant,1
19,24,base1 radiant,1
19,23,base1 radiant,1
19,22,base1 radiant,1
19,21,base1 radiant,1
19,20,base1 radiant,1
19,19,base1 radiant,1
19,18,void radiant,18
19,17,void radiant,18
19,16,base1 radiant,1
19,15,base1 radiant,1
19,14,base1 radiant,1
19,13,base1 radiant,1
19,12,base1 radiant,1
19,11,base1 radiant,1
19,10,base1 radiant,1
19,9,void radiant,18
19,8,void radiant,18
19,7,void radiant,18
19,6,void radiant,18
19,5,void radiant,18
19,4,void radiant,18
19,3,void radiant,18
19,2,void radiant,18
19,1,void radiant,18
19,0,void radiant,18
20,123,void dire,17
20,122,void dire,17
20,121,void dire,17
20,120,void dire,17
20,119,void dire,17
20,118,void dire,17
20,117,void dire,17
20,116,void dire,17
20,115,void dire,17
20,114,void dire,17
20,113,void dire,17
20,112,void dire,17
20,111,void dire,17
20,110,void dire,17
20,109,toplane dire,15
20,108,toplane dire,15
20,107,toplane dire,15
20,106,toplane dire,15
20,105,toplane dire,15
20,104,toplane dire,15
20,103,toplane dire,15
20,102,toplane dire,15
20,101,toplane dire,15
20,100,toplane dire,15
20,99,toplane dire,15
20,98,toplane dire,15
20,97,toplane dire,15
20,96,toplane dire,15
20,95,toplane dire,15
20,94,toplane dire,15
20,93,toplane dire,15
20,92,toplane dire,15
20,91,toplane dire,15
20,90,toplane dire,15
20,89,jungle dire,5
20,88,jungle dire,5
20,87,void dire,17
20,86,void dire,17
20,85,void dire,17
20,84,void dire,17
20,83,river,12
20,82,river,12
20,81,river,12
20,80,void dire,17
20,79,void radiant,18
20,78,void radiant,18
20,77,void radiant,18
20,76,void radiant,18
20,75,void radiant,18
20,74,void radiant,18
20,73,void radiant,18
20,72,toplane radiant,16
20,71,toplane radiant,16
20,70,toplane radiant,16
20,69,void radiant,18
20,68,void radiant,18
20,67,jungle radiant,6
20,66,jungle radiant,6
20,65,jungle radiant,6
20,64,jungle radiant,6
20,63,jungle radiant,6
20,62,jungle radiant,6
20,61,jungle radiant,6
20,60,jungle radiant,6
20,59,void radiant,18
20,58,void radiant,18
20,57,void radiant,18
20,56,void radiant,18
20,55,void radiant,18
20,54,void radiant,18
20,53,void radiant,18
20,52,void radiant,18
20,51,jungle radiant,6
20,50,jungle radiant,6
20,49,jungle radiant,6
20,48,jungle radiant,6
20,47,jungle radiant,6
20,46,jungle radiant,6
20,45,void radiant,18
20,44,void radiant,18
20,43,void radiant,18
20,42,jungle radiant,6
20,41,jungle radiant,6
20,40,jungle radiant,6
20,39,jungle radiant,6
20,38,void radiant,18
20,37,void radiant,18
20,36,void radiant,18
20,35,void radiant,18
20,34,void radiant,18
20,33,base1 radiant,1
20,32,base1 radiant,1
20,31,base1 radiant,1
20,30,base1 radiant,1
20,29,base1 radiant,1
20,28,base1 radiant,1
20,27,base1 radiant,1
20,26,base1 radiant,1
20,25,base1 radiant,1
20,24,base1 radiant,1
20,23,base1 radiant,1
20,22,base1 radiant,1
20,21,base1 radiant,1
20,20,base1 radiant,1
20,19,base1 radiant,1
20,18,base1 radiant,1
20,17,base1 radiant,1
20,16,base1 radiant,1
20,15,base1 radiant,1
20,14,base1 radiant,1
20,13,base1 radiant,1
20,12,base1 radiant,1
20,11,base1 radiant,1
20,10,base1 radiant,1
20,9,void radiant,18
20,8,void radiant,18
20,7,void radiant,18
20,6,void radiant,18
20,5,void radiant,18
20,4,void radiant,18
20,3,void radiant,18
20,2,void radiant,18
20,1,void radiant,18
20,0,void radiant,18
21,123,void dire,17
21,122,void dire,17
21,121,void dire,17
21,120,void dire,17
21,119,void dire,17
21,118,void dire,17
21,117,void dire,17
21,116,void dire,17
21,115,void dire,17
21,114,void dire,17
21,113,void dire,17
21,112,void dire,17
21,111,void dire,17
21,110,void dire,17
21,109,toplane dire,15
21,108,toplane dire,15
21,107,toplane dire,15
21,106,toplane dire,15
21,105,toplane dire,15
21,104,toplane dire,15
21,103,toplane dire,15
21,102,toplane dire,15
21,101,toplane dire,15
21,100,toplane dire,15
21,99,toplane dire,15
21,98,toplane dire,15
21,97,toplane dire,15
21,96,toplane dire,15
21,95,toplane dire,15
21,94,toplane dire,15
21,93,toplane dire,15
21,92,toplane dire,15
21,91,toplane dire,15
21,90,jungle dire,5
21,89,jungle dire,5
21,88,jungle dire,5
21,87,jungle dire,5
21,86,void dire,17
21,85,void dire,17
21,84,void dire,17
21,83,river,12
21,82,river,12
21,81,river,12
21,80,void dire,17
21,79,void radiant,18
21,78,void radiant,18
21,77,void radiant,18
21,76,void radiant,18
21,75,void radiant,18
21,74,void radiant,18
21,73,void radiant,18
21,72,void radiant,18
21,71,void radiant,18
21,70,void radiant,18
21,69,void radiant,18
21,68,void radiant,18
21,67,void radiant,18
21,66,jungle radiant,6
21,65,jungle radiant,6
21,64,jungle radiant,6
21,63,jungle radiant,6
21,62,void radiant,18
21,61,void radiant,18
21,60,void radiant,18
21,59,void radiant,18
21,58,void radiant,18
21,57,void radiant,18
21,56,void radiant,18
21,55,void radiant,18
21,54,void radiant,18
21,53,void radiant,18
21,52,void radiant,18
21,51,void radiant,18
21,50,jungle radiant,6
21,49,jungle radiant,6
21,48,jungle radiant,6
21,47,jungle radiant,6
21,46,jungle radiant,6
21,45,void radiant,18
21,44,void radiant,18
21,43,void radiant,18
21,42,jungle radiant,6
21,41,jungle radiant,6
21,40,jungle radiant,6
21,39,jungle radiant,6
21,38,jungle radiant,6
21,37,void radiant,18
21,36,void radiant,18
21,35,void radiant,18
21,34,void radiant,18
21,33,base1 radiant,1
21,32,base1 radiant,1
21,31,base1 radiant,1
21,30,base1 radiant,1
21,29,base1 radiant,1
21,28,base1 radiant,1
21,27,base1 radiant,1
21,26,base1 radiant,1
21,25,base1 radiant,1
21,24,base1 radiant,1
21,23,base1 radiant,1
21,22,base1 radiant,1
21,21,base1 radiant,1
21,20,base1 radiant,1
21,19,base1 radiant,1
21,18,base1 radiant,1
21,17,base1 radiant,1
21,16,base1 radiant,1
21,15,base1 radiant,1
21,14,base1 radiant,1
21,13,base1 radiant,1
21,12,base1 radiant,1
21,11,base1 radiant,1
21,10,base1 radiant,1
21,9,void radiant,18
21,8,void radiant,18
21,7,void radiant,18
21,6,void radiant,18
21,5,void radiant,18
21,4,void radiant,18
21,3,void radiant,18
21,2,void radiant,18
21,1,void radiant,18
21,0,void radiant,18
22,123,void dire,17
22,122,void dire,17
22,121,void dire,17
22,120,void dire,17
22,119,void dire,17
22,118,void dire,17
22,117,void dire,17
22,116,void dire,17
22,115,void dire,17
22,114,void dire,17
22,113,void dire,17
22,112,void dire,17
22,111,void dire,17
22,110,void dire,17
22,109,toplane dire,15
22,108,toplane dire,15
22,107,toplane dire,15
22,106,toplane dire,15
22,105,toplane dire,15
22,104,toplane dire,15
22,103,toplane dire,15
22,102,toplane dire,15
22,101,toplane dire,15
22,100,void dire,17
22,99,void dire,17
22,98,void dire,17
22,97,void dire,17
22,96,toplane dire,15
22,95,toplane dire,15
22,94,toplane dire,15
22,93,toplane dire,15
22,92,toplane dire,15
22,91,jungle dire,5
22,90,jungle dire,5
22,89,jungle dire,5
22,88,jungle dire,5
22,87,jungle dire,5
22,86,jungle dire,5
22,85,void dire,17
22,84,void dire,17
22,83,river,12
22,82,river,12
22,81,river,12
22,80,void dire,17
22,79,void radiant,18
22,78,void radiant,18
22,77,void radiant,18
22,76,void radiant,18
22,75,void radiant,18
22,74,void radiant,18
22,73,void radiant,18
22,72,void radiant,18
22,71,void radiant,18
22,70,void radiant,18
22,69,void radiant,18
22,68,void radiant,18
22,67,void radiant,18
22,66,void radiant,18
22,65,jungle radiant,6
22,64,jungle radiant,6
22,63,jungle radiant,6
22,62,jungle radiant,6
22,61,void radiant,18
22,60,void radiant,18
22,59,void radiant,18
22,58,void radiant,18
22,57,void radiant,18
22,56,void radiant,18
22,55,void radiant,18
22,54,void radiant,18
22,53,void radiant,18
22,52,void radiant,18
22,51,void radiant,18
22,50,jungle radiant,6
22,49,jungle radiant,6
22,48,jungle radiant,6
22,47,jungle radiant,6
22,46,jungle radiant,6
22,45,void radiant,18
22,44,void radiant,18
22,43,void radiant,18
22,42,void radiant,18
22,41,jungle radiant,6
22,40,jungle radiant,6
22,39,jungle radiant,6
22,38,jungle radiant,6
22,37,void radiant,18
22,36,void radiant,18
22,35,void radiant,18
22,34,void radiant,18
22,33,base1 radiant,1
22,32,base1 radiant,1
22,31,base1 radiant,1
22,30,base1 radiant,1
22,29,base1 radiant,1
22,28,base1 radiant,1
22,27,base1 radiant,1
22,26,base1 radiant,1
22,25,base1 radiant,1
22,24,base1 radiant,1
22,23,base1 radiant,1
22,22,base1 radiant,1
22,21,base1 radiant,1
22,20,base1 radiant,1
22,19,base1 radiant,1
22,18,base1 radiant,1
22,17,base1 radiant,1
22,16,base1 radiant,1
22,15,base1 radiant,1
22,14,base1 radiant,1
22,13,base1 radiant,1
22,12,base1 radiant,1
22,11,base1 radiant,1
22,10,base1 radiant,1
22,9,base1 radiant,1
22,8,void radiant,18
22,7,void radiant,18
22,6,void radiant,18
22,5,void radiant,18
22,4,void radiant,18
22,3,void radiant,18
22,2,void radiant,18
22,1,void radiant,18
22,0,void radiant,18
23,123,void dire,17
23,122,void dire,17
23,121,void dire,17
23,120,void dire,17
23,119,void dire,17
23,118,void dire,17
23,117,void dire,17
23,116,void dire,17
23,115,void dire,17
23,114,void dire,17
23,113,void dire,17
23,112,void dire,17
23,111,void dire,17
23,110,void dire,17
23,109,void dire,17
23,108,toplane dire,15
23,107,toplane dire,15
23,106,toplane dire,15
23,105,toplane dire,15
23,104,toplane dire,15
23,103,toplane dire,15
23,102,toplane dire,15
23,101,toplane dire,15
23,100,toplane dire,15
23,99,void dire,17
23,98,void dire,17
23,97,void dire,17
23,96,toplane dire,15
23,95,toplane dire,15
23,94,jungle dire,5
23,93,jungle dire,5
23,92,jungle dire,5
23,91,jungle dire,5
23,90,jungle dire,5
23,89,jungle dire,5
23,88,jungle dire,5
23,87,jungle dire,5
23,86,jungle dire,5
23,85,void dire,17
23,84,void dire,17
23,83,river,12
23,82,river,12
23,81,river,12
23,80,void dire,17
23,79,void radiant,18
23,78,void radiant,18
23,77,void radiant,18
23,76,void radiant,18
23,75,void radiant,18
23,74,void radiant,18
23,73,void radiant,18
23,72,void radiant,18
23,71,void radiant,18
23,70,void radiant,18
23,69,void radiant,18
23,68,void radiant,18
23,67,void radiant,18
23,66,void radiant,18
23,65,void radiant,18
23,64,jungle radiant,6
23,63,jungle radiant,6
23,62,jungle radiant,6
23,61,void radiant,18
23,60,jungle radiant,6
23,59,void radiant,18
23,58,void radiant,18
23,57,void radiant,18
23,56,void radiant,18
23,55,void radiant,18
23,54,void radiant,18
23,53,void radiant,18
23,52,void radiant,18
23,51,void radiant,18
23,50,jungle radiant,6
23,49,void radiant,18
23,48,jungle radiant,6
23,47,jungle radiant,6
23,46,jungle radiant,6
23,45,void radiant,18
23,44,void radiant,18
23,43,void radiant,18
23,42,void radiant,18
23,41,jungle radiant,6
23,40,jungle radiant,6
23,39,jungle radiant,6
23,38,jungle radiant,6
23,37,jungle radiant,6
23,36,void radiant,18
23,35,void radiant,18
23,34,void radiant,18
23,33,void radiant,18
23,32,base1 radiant,1
23,31,base1 radiant,1
23,30,base1 radiant,1
23,29,base1 radiant,1
23,28,base1 radiant,1
23,27,base1 radiant,1
23,26,base1 radiant,1
23,25,base1 radiant,1
23,24,base1 radiant,1
23,23,base1 radiant,1
23,22,base1 radiant,1
23,21,base1 radiant,1
23,20,base1 radiant,1
23,19,base1 radiant,1
23,18,base1 radiant,1
23,17,base1 radiant,1
23,16,base1 radiant,1
23,15,base1 radiant,1
23,14,base1 radiant,1
23,13,base1 radiant,1
23,12,base1 radiant,1
23,11,base1 radiant,1
23,10,base1 radiant,1
23,9,base1 radiant,1
23,8,void radiant,18
23,7,void radiant,18
23,6,void radiant,18
23,5,void radiant,18
23,4,void radiant,18
23,3,void radiant,18
23,2,void radiant,18
23,1,void radiant,18
23,0,void radiant,18
24,123,void dire,17
24,122,void dire,17
24,121,void dire,17
24,120,void dire,17
24,119,void dire,17
24,118,void dire,17
24,117,void dire,17
24,116,void dire,17
24,115,void dire,17
24,114,void dire,17
24,113,void dire,17
24,112,void dire,17
24,111,void dire,17
24,110,void dire,17
24,109,toplane dire,15
24,108,toplane dire,15
24,107,toplane dire,15
24,106,toplane dire,15
24,105,toplane dire,15
24,104,toplane dire,15
24,103,toplane dire,15
24,102,toplane dire,15
24,101,toplane dire,15
24,100,toplane dire,15
24,99,void dire,17
24,98,void dire,17
24,97,void dire,17
24,96,void dire,17
24,95,jungle dire,5
24,94,jungle dire,5
24,93,jungle dire,5
24,92,jungle dire,5
24,91,jungle dire,5
24,90,jungle dire,5
24,89,jungle dire,5
24,88,jungle dire,5
24,87,jungle dire,5
24,86,jungle dire,5
24,85,void dire,17
24,84,void dire,17
24,83,river,12
24,82,river,12
24,81,river,12
24,80,river,12
24,79,void radiant,18
24,78,void radiant,18
24,77,void radiant,18
24,76,void radiant,18
24,75,void radiant,18
24,74,void radiant,18
24,73,void radiant,18
24,72,void radiant,18
24,71,void radiant,18
24,70,void radiant,18
24,69,void radiant,18
24,68,void radiant,18
24,67,void radiant,18
24,66,void radiant,18
24,65,void radiant,18
24,64,jungle radiant,6
24,63,jungle radiant,6
24,62,jungle radiant,6
24,61,jungle radiant,6
24,60,jungle radiant,6
24,59,void radiant,18
24,58,void radiant,18
24,57,void radiant,18
24,56,void radiant,18
24,55,void radiant,18
24,54,void radiant,18
24,53,void radiant,18
24,52,void radiant,18
24,51,void radiant,18
24,50,jungle radiant,6
24,49,void radiant,18
24,48,void radiant,18
24,47,jungle radiant,6
24,46,jungle radiant,6
24,45,jungle radiant,6
24,44,void radiant,18
24,43,void radiant,18
24,42,void radiant,18
24,41,jungle radiant,6
24,40,jungle radiant,6
24,39,jungle radiant,6
24,38,jungle radiant,6
24,37,jungle radiant,6
24,36,void radiant,18
24,35,void radiant,18
24,34,void radiant,18
24,33,void radiant,18
24,32,base1 radiant,1
24,31,base1 radiant,1
24,30,base1 radiant,1
24,29,base1 radiant,1
24,28,base1 radiant,1
24,27,base1 radiant,1
24,26,base1 radiant,1
24,25,base1 radiant,1
24,24,base1 radiant,1
24,23,base1 radiant,1
24,22,base1 radiant,1
24,21,base1 radiant,1
24,20,base1 radiant,1
24,19,base1 radiant,1
24,18,base1 radiant,1
24,17,base1 radiant,1
24,16,base1 radiant,1
24,15,base1 radiant,1
24,14,base1 radiant,1
24,13,base1 radiant,1
24,12,base1 radiant,1
24,11,base1 radiant,1
24,10,base1 radiant,1
24,9,base1 radiant,1
24,8,void radiant,18
24,7,void radiant,18
24,6,void radiant,18
24,5,void radiant,18
24,4,void radiant,18
24,3,void radiant,18
24,2,void radiant,18
24,1,void radiant,18
24,0,void radiant,18
25,123,void dire,17
25,122,void dire,17
25,121,void dire,17
25,120,void dire,17
25,119,void dire,17
25,118,void dire,17
25,117,void dire,17
25,116,void dire,17
25,115,void dire,17
25,114,void dire,17
25,113,void dire,17
25,112,void dire,17
25,111,void dire,17
25,110,toplane dire,15
25,109,toplane dire,15
25,108,toplane dire,15
25,107,toplane dire,15
25,106,toplane dire,15
25,105,toplane dire,15
25,104,toplane dire,15
25,103,toplane dire,15
25,102,toplane dire,15
25,101,toplane dire,15
25,100,toplane dire,15
25,99,void dire,17
25,98,void dire,17
25,97,void dire,17
25,96,void dire,17
25,95,jungle dire,5
25,94,jungle dire,5
25,93,jungle dire,5
25,92,jungle dire,5
25,91,jungle dire,5
25,90,jungle dire,5
25,89,jungle dire,5
25,88,jungle dire,5
25,87,jungle dire,5
25,86,void dire,17
25,85,void dire,17
25,84,river,12
25,83,river,12
25,82,river,12
25,81,river,12
25,80,river,12
25,79,void radiant,18
25,78,void radiant,18
25,77,void radiant,18
25,76,void radiant,18
25,75,void radiant,18
25,74,void radiant,18
25,73,void radiant,18
25,72,void radiant,18
25,71,void radiant,18
25,70,void radiant,18
25,69,void radiant,18
25,68,void radiant,18
25,67,void radiant,18
25,66,void radiant,18
25,65,void radiant,18
25,64,void radiant,18
25,63,jungle radiant,6
25,62,jungle radiant,6
25,61,jungle radiant,6
25,60,jungle radiant,6
25,59,void radiant,18
25,58,void radiant,18
25,57,void radiant,18
25,56,void radiant,18
25,55,void radiant,18
25,54,void radiant,18
25,53,void radiant,18
25,52,void radiant,18
25,51,jungle radiant,6
25,50,jungle radiant,6
25,49,void radiant,18
25,48,void radiant,18
25,47,jungle radiant,6
25,46,jungle radiant,6
25,45,jungle radiant,6
25,44,jungle radiant,6
25,43,void radiant,18
25,42,void radiant,18
25,41,jungle radiant,6
25,40,jungle radiant,6
25,39,jungle radiant,6
25,38,jungle radiant,6
25,37,jungle radiant,6
25,36,void radiant,18
25,35,void radiant,18
25,34,void radiant,18
25,33,void radiant,18
25,32,base1 radiant,1
25,31,base1 radiant,1
25,30,base1 radiant,1
25,29,base1 radiant,1
25,28,base1 radiant,1
25,27,base1 radiant,1
25,26,base1 radiant,1
25,25,base1 radiant,1
25,24,base1 radiant,1
25,23,base1 radiant,1
25,22,base1 radiant,1
25,21,base1 radiant,1
25,20,base1 radiant,1
25,19,base1 radiant,1
25,18,base1 radiant,1
25,17,base1 radiant,1
25,16,base1 radiant,1
25,15,base1 radiant,1
25,14,base1 radiant,1
25,13,base1 radiant,1
25,12,base1 radiant,1
25,11,base1 radiant,1
25,10,base1 radiant,1
25,9,base1 radiant,1
25,8,void radiant,18
25,7,void radiant,18
25,6,void radiant,18
25,5,void radiant,18
25,4,void radiant,18
25,3,void radiant,18
25,2,void radiant,18
25,1,void radiant,18
25,0,void radiant,18
26,123,void dire,17
26,122,void dire,17
26,121,void dire,17
26,120,void dire,17
26,119,void dire,17
26,118,void dire,17
26,117,void dire,17
26,116,void dire,17
26,115,void dire,17
26,114,void dire,17
26,113,void dire,17
26,112,void dire,17
26,111,void dire,17
26,110,toplane dire,15
26,109,toplane dire,15
26,108,toplane dire,15
26,107,toplane dire,15
26,106,toplane dire,15
26,105,toplane dire,15
26,104,toplane dire,15
26,103,toplane dire,15
26,102,toplane dire,15
26,101,void dire,17
26,100,toplane dire,15
26,99,void dire,17
26,98,void dire,17
26,97,void dire,17
